nombre_buscado,tier_sala,nivel,target,sp_num_albums,sp_num_singles,sp_num_eps,sp_num_total_releases,sp_anos_activo,sp_releases_por_ano,sp_dias_desde_ultimo_release,sp_ratio_albums_singles,sp_avg_duration_ms,sp_pct_explicit,sp_pct_colabs,lfm_oyentes,lfm_oyentes_log,lfm_scrobbles,lfm_scrobbles_log,lfm_scrobbles_por_oyente,lfm_num_generos,yt_suscriptores,yt_suscriptores_log,yt_vistas_totales,yt_vistas_log,yt_num_videos,yt_vistas_por_video,yt_vistas_por_suscriptor,yt_edad_canal_anos,sl_avg_canciones,sl_pct_encore,sl_num_paises,sl_num_conciertos,sl_pct_espana,trend_gtrends_interes_medio,trend_gtrends_log,trend_yt_vistas_recientes,trend_yt_vistas_recientes_log,trend_yt_videos_recientes,trend_yt_vistas_por_video_reciente
Cecilio G,1,bajo,1,10,16,0,26,12.0,2.17,34.0,0.5882352941176471,191529.0,1.0,0.6,1562.0,7.354362330421477,35439.0,10.475596404719017,22.688220230473753,3,108000.0,11.58989576532275,5050.0,8.527341522468053,6.0,841.6666666666666,0.04675925925925926,7.885010266940451,,,,,,21.94,3.1328821117012247,2221.0,7.706162970199576,5.0,444.2
Prok,2,medio,2,0,2,0,2,3.0,0.67,83.0,0.0,218942.5,1.0,1.0,9505.0,9.159678457173955,121040.0,11.703884610159768,12.734350341925303,5,,,,,,,,,13.0,,3.0,58.0,0.9310344827586207,9.81,2.3804716316511167,,,,
Ayax,2,medio,2,0,5,0,5,3.0,1.67,83.0,0.0,233885.0,1.0,1.0,8700.0,9.071193240566025,1700000.0,14.346139397261565,195.4022988505747,5,35200.0,10.468829770273567,3793528.0,15.148807278386379,3.0,1264509.3333333333,107.77068181818181,3.509924709103354,13.0,,3.0,58.0,0.9310344827586207,5.81,1.918392120161421,3218241.0,14.984345805695751,3.0,1072747.0
LaBlackie,3,alto,3,1,9,0,10,4.0,2.5,153.0,0.1,164916.8,0.6,0.6,19341.0,9.870034176276908,405779.0,12.913566419797041,20.98024921151957,5,18800.0,9.841665338892785,4318888.0,15.278508751218968,16.0,269930.5,229.728085106383,5.971252566735113,3.6,0.0,2.0,15.0,0.9333333333333333,1.89,1.0612565021243408,5502.0,8.613048677059759,5.0,1100.4
Faenna,1,bajo,1,1,19,0,20,4.0,5.0,95.0,0.05,189369.0,0.6666666666666666,1.0,7209.0,8.883224230278994,130847.0,11.781791623164368,18.150506311555002,2,49200.0,10.803669227477098,5723026.0,15.560008419185458,25.0,228921.04,116.32166666666667,3.5071868583162216,0.0,0.0,1.0,6.0,1.0,10.92,2.4782176616372036,236110.0,12.37205731241609,5.0,47222.0
Metrika,3,alto,3,2,8,0,10,3.0,3.33,123.0,0.2222222222222222,159041.2,1.0,0.6,36062.0,10.493022687972363,2291682.0,14.644797040096128,63.548388885807775,5,53100.0,10.879951039444416,24130615.0,16.99899196566327,117.0,206244.57264957266,454.43719397363463,9.385352498288844,2.269230769230769,0.0,3.0,52.0,0.9423076923076923,41.77,3.7558369222388173,1704817.0,14.34896891813408,5.0,340963.4
GlorySixVain,1,bajo,1,5,32,0,37,7.0,5.29,52.0,0.15151515151515152,161553.6,0.8,0.7,9973.0,9.207736986106068,494033.0,13.110359619712597,49.53705003509476,0,5720.0,8.651898894268529,2639290.0,14.78602087844758,109.0,24213.669724770643,461.4143356643357,8.49555099247091,,,,,,4.38,1.682688374173693,6852.0,8.832441791585824,5.0,1370.4
Oddliquor,2,medio,2,2,8,0,10,5.0,2.0,592.0,0.2222222222222222,169409.25,0.5,1.0,18161.0,9.807086778249774,470646.0,13.06186362279166,25.91520290732889,5,3050.0,8.02322468471667,571967.0,13.256838324741064,7.0,81709.57142857143,187.53016393442624,8.621492128678987,0.0,0.0,1.0,8.0,1.0,4.06,1.6213664832993742,350263.0,12.766442434849381,5.0,70052.6
Lil Mess,1,bajo,1,3,27,0,30,7.0,4.29,185.0,0.10714285714285714,197403.0,0.42857142857142855,0.8571428571428571,11252.0,9.328390038749998,256018.0,12.453006939457625,22.753110558123,0,1820.0,7.507141079727608,1145909.0,13.95170963914145,72.0,15915.402777777777,629.6203296703296,6.570841889117043,,,,,,3.91,1.5912739418064292,11058.0,9.31099985507536,5.0,2211.6
Rojuu,2,medio,2,5,5,0,10,5.0,2.0,66.0,0.8333333333333334,143360.25,0.25,0.5,148469.0,11.908138196614042,20208789.0,16.821628216236626,136.11453569432004,5,324000.0,12.688501881189456,103360003.0,18.453728636698255,89.0,1161348.3483146068,319.0123549382716,10.80082135523614,5.09,0.05,7.0,100.0,0.74,19.32,3.011605622710281,928717.0,13.741560419508005,5.0,185743.4
Barry B,3,alto,3,1,4,0,5,3.0,1.67,235.0,0.2,194001.75,0.0,0.5,31957.0,10.372177819699333,1104420.0,13.914831773707048,34.55956441468223,0,7200.0,8.881975184248867,4593920.0,15.340244465740266,4.0,1148480.0,638.0444444444445,3.0034223134839153,2.3255813953488373,0.06976744186046512,2.0,86.0,0.9767441860465116,44.04,3.807550983831435,5934.0,8.688622307043769,4.0,1483.5
Alizzz,3,alto,3,3,7,0,10,6.0,1.67,290.0,0.375,177951.2,0.4,0.6,111376.0,11.62067612196317,2525963.0,14.742133330009544,22.679598836374083,5,46500.0,10.747229096720554,21989681.0,16.906083901307692,43.0,511387.93023255817,472.89636559139785,12.487337440109513,4.782608695652174,0.08695652173913043,4.0,92.0,0.9347826086956522,13.94,2.7040421797046714,74247.0,11.215166120275228,5.0,14849.4
Gese Da O,1,bajo,1,3,7,0,10,10.0,1.0,298.0,0.375,191684.8,0.6,1.0,7252.0,8.889170455363413,121534.0,11.707957566123364,16.75868725868726,3,4850.0,8.486940148245216,1537922.0,14.245943362774925,20.0,76896.1,317.0973195876289,13.973990417522245,,,,,,0.0,0.0,51396.0,10.847335083981154,5.0,10279.2
Ergo Pro,2,medio,2,3,15,0,18,8.0,2.25,353.0,0.1875,190487.2857142857,0.5714285714285714,1.0,13543.0,9.51369892381297,488522.0,13.099141832263467,36.071919072583626,1,46700.0,10.751520856703959,296.0,5.6937321388027,7.0,42.285714285714285,0.006338329764453961,7.737166324435318,0.0,0.0,1.0,7.0,1.0,34.47,3.5686872687855304,78932.0,11.276354670341988,5.0,15786.4
Ill Pekeño,2,medio,2,1,9,0,10,8.0,1.25,383.0,0.1,186500.66666666666,0.6666666666666666,1.0,13833.0,9.53488460916053,652932.0,13.389229799625417,47.20104098893949,5,46700.0,10.751520856703959,1156392.0,13.960816235837243,37.0,31253.837837837837,24.762141327623127,2.674880219028063,2.1666666666666665,0.0,2.0,6.0,0.8333333333333334,8.7,2.272125885509337,90640.0,11.414661928297692,5.0,18128.0
Hoke,2,medio,2,2,8,0,10,7.0,1.43,516.0,0.2222222222222222,190066.25,0.75,0.75,29135.0,10.27972980196739,2622319.0,14.779569980100026,90.00580058349065,5,72000.0,11.184435286790631,36515504.0,17.41324752287362,19.0,1921868.6315789474,507.1597777777778,14.669404517453799,0.0,0.0,1.0,6.0,1.0,47.0,3.871201010907891,3222970.0,14.985814162928984,5.0,644594.0
Sara Socas,3,alto,3,1,9,0,10,7.0,1.43,52.0,0.1,181657.6,0.0,0.8,9734.0,9.1834829178063,85565.0,11.357043286964823,8.790322580645162,5,252000.0,12.437188334739655,10505717.0,16.167430238331114,25.0,420228.68,41.68935317460318,11.66050650239562,0.0,0.0,1.0,29.0,1.0,18.64,2.97756830292632,146188.0,11.892655584069106,5.0,29237.6
Mvros,1,bajo,1,0,10,0,10,3.0,3.33,325.0,0.0,194509.0,0.3333333333333333,1.0,426.0,6.056784013228625,2086.0,7.643482907077201,4.896713615023474,0,1410.0,7.252053951852814,386172.0,12.864040734569882,22.0,17553.272727272728,273.88085106382977,3.356605065023956,,,,,,0.0,0.0,12027.0,9.394992544108419,5.0,2405.4
MARCE,1,bajo,1,0,10,0,10,1.0,10.0,24.0,0.0,313548.0,1.0,1.0,3618.0,8.193953023563742,16007.0,9.68084387626357,4.424267551133223,5,24800.0,10.118639253920785,5644170.0,15.54613388915711,198.0,28505.909090909092,227.5875,3.436002737850787,,,,,,50.53,3.942164162340133,3499.0,8.160518247477505,5.0,699.8
Dlomalo,1,bajo,1,0,10,0,10,1.0,10.0,88.0,0.0,184998.0,0.625,1.0,1380.0,7.2305631534092925,12146.0,9.404837504700271,8.80144927536232,0,1530.0,7.333676395657684,308247.0,12.638659932765478,12.0,25687.25,201.4686274509804,1.8124572210814511,,,,,,4.21,1.6505798557652755,149053.0,11.912063935378125,5.0,29810.6
Chiche Nieto,1,bajo,1,0,14,0,14,5.0,2.8,52.0,0.0,173148.0,0.42857142857142855,0.8571428571428571,3837.0,8.252706676567644,19994.0,9.90323752128092,5.210841803492312,0,9350.0,9.143238568435446,3857238.0,15.16546220052857,36.0,107145.5,412.5388235294118,8.02464065708419,,,,,,2.13,1.1410330045520618,56224.0,10.937116776827516,5.0,11244.8
KG970,1,bajo,1,2,8,0,10,6.0,1.67,431.0,0.2222222222222222,193648.0,0.6,0.6,20965.0,9.950657357012519,486239.0,13.09445760815062,23.192892916766038,5,175000.0,12.07254696717504,65853133.0,18.00293757803548,36.0,1829253.6944444445,376.30361714285715,5.653661875427789,,,,,,3.7,1.547562508716013,435499.0,12.984250075274694,5.0,87099.8
Samuel SLZR,1,bajo,1,3,7,0,10,6.0,1.67,955.0,0.375,171783.57142857142,0.42857142857142855,0.7142857142857143,6724.0,8.81358720447004,168266.0,12.033307282521635,25.02468768590125,0,80900.0,11.300981463909618,46752077.0,17.660369261908993,82.0,570147.2804878049,577.8995920889988,7.1594798083504445,,,,,,6.58,2.0255131996542803,495281.0,13.112882576304813,5.0,99056.2
John Pollõn,2,medio,2,0,20,0,20,6.0,3.33,46.0,0.0,172617.75,0.125,0.375,23810.0,10.077902937758985,1147647.0,13.953225188635002,48.20020999580009,5,13500.0,9.510519035757246,9051452.0,16.018435855275126,37.0,244633.83783783784,670.4779259259259,6.652977412731006,,,,,,14.02,2.7093826463359885,193299.0,12.171998665196423,5.0,38659.8
Shoda Monkas,1,bajo,1,3,7,0,10,8.0,1.25,151.0,0.375,188546.6,0.0,0.8,9139.0,9.120415664448196,288489.0,12.572415702284488,31.5668016194332,5,35800.0,10.485731104959568,18097655.0,16.711292985087418,1.0,18097655.0,505.52108938547485,7.734428473648186,0.0,0.0,1.0,2.0,1.0,2.17,1.1537315878891892,592.0,6.385194398997726,1.0,592.0
La Zowi,3,alto,3,3,7,0,10,10.0,1.0,152.0,0.375,175727.0,1.0,0.8,69128.0,11.1437296033349,2723500.0,14.81742874298039,39.39792848049994,5,151000.0,11.92504173829169,65522200.0,17.997899589740957,26.0,2520084.6153846155,433.92185430463576,4.8405201916495555,10.28,0.0,10.0,100.0,0.78,36.08,3.6130777406976544,617957.0,13.334175772965315,5.0,123591.4
Albany,3,alto,3,3,7,0,10,5.0,2.0,38.0,0.375,167061.0,0.3333333333333333,0.6666666666666666,41535.0,10.634315800063762,1315315.0,14.089587498908086,31.66762970988323,5,59500.0,10.993748398115178,23073826.0,16.9542095028249,47.0,490932.4680851064,387.7953949579832,11.091033538672143,,,1.0,19.0,1.0,51.91,3.9685923569160404,1524615.0,14.237253133037193,5.0,304923.0
Soto Asa,3,alto,3,5,5,0,10,8.0,1.25,739.0,0.8333333333333334,203958.75,0.5,0.5,70986.0,11.17025204066731,4061493.0,15.217061444185338,57.21540867213253,5,158000.0,11.970356641102999,180375732.0,19.010552638806114,125.0,1443005.856,1141.6185569620254,14.896646132785763,0.4418604651162791,0.0,4.0,43.0,0.9302325581395349,27.66,3.3555024224000256,643242.0,13.374277847846146,5.0,128648.4
Pedro LaDroga,2,medio,2,6,3,0,9,12.0,0.75,52.0,1.5,207023.6,0.6,1.0,22984.0,10.042597108240328,1527869.0,14.239385166555188,66.4753306648103,5,28100.0,10.243560441877241,9652253.0,16.082702021170277,66.0,146246.25757575757,343.4965480427046,7.340177960301164,0.0,0.0,1.0,13.0,1.0,3.87,1.5830939370944985,151508.0,11.928400308107692,5.0,30301.6
Faxu,1,bajo,1,3,7,0,10,7.0,1.43,341.0,0.375,139727.8,0.8,0.9,14637.0,9.591376166161172,610336.0,13.321766542616587,41.698162191705954,5,3860.0,8.258681496264236,61941.0,11.033953742318143,12.0,5161.75,16.046891191709843,7.545516769336071,,,,,,0.0,0.0,6596.0,8.794370279222871,5.0,1319.2
Funzo & Baby Loud,3,alto,3,2,8,0,10,8.0,1.25,822.0,0.2222222222222222,189291.6,0.0,0.4,30527.0,10.326399574248013,1214634.0,14.009954178101571,39.78884266387133,4,366.0,5.905361848054571,18937042.0,16.75663050892948,80.0,236713.025,51740.551912568306,6.009582477754963,1.7333333333333334,0.0,1.0,30.0,1.0,1.89,1.0612565021243408,112199.0,11.628038272070732,5.0,22439.8
Nico Miseria,2,medio,2,6,4,0,10,7.0,1.43,201.0,1.2,217854.2,0.8,0.4,21659.0,9.983222520554982,1356957.0,14.120755987711643,62.650953414285055,5,28800.0,10.268165387743457,9652100.0,16.082686169824818,390.0,24748.97435897436,335.1423611111111,18.360027378507873,0.0,0.0,1.0,10.0,1.0,6.77,2.050270164379556,10124.0,9.22276289197474,5.0,2024.8
Allan Parrish,1,bajo,1,0,2,0,2,4.0,0.5,1309.0,0.0,199236.7,0.5,1.0,503.0,6.222576268071369,2881.0,7.966239776559467,5.727634194831014,0,726.0,6.588926477533519,25657.0,10.152610692809285,7.0,3665.285714285714,35.34022038567493,15.685147159479808,,,,,,0.0,0.0,21640.0,9.982344942613622,5.0,4328.0
Nickzzy,2,medio,2,1,9,0,10,5.0,2.0,186.0,0.1,309709.4,0.4,0.8,21194.0,9.961520583786738,397865.0,12.893870544158903,18.772529961309804,4,207000.0,12.240478903153711,66624964.0,18.014589915121814,66.0,1009469.1515151515,321.859729468599,5.278576317590692,,,,,,4.08,1.6253112615903906,10365.0,9.246286498749653,5.0,2073.0
vatocholo,3,alto,3,0,10,0,10,5.0,2.0,486.0,0.0,157114.7,0.2,0.6,8198.0,9.011767474596178,73800.0,11.209127560632263,9.002195657477433,3,1320.0,7.186144304522325,236197.0,12.372425715309042,6.0,39366.166666666664,178.9371212121212,3.8466803559206024,0.0,0.0,1.0,9.0,1.0,0.0,0.0,42113.0,10.648135505958477,5.0,8422.6
Ben Yart,2,medio,2,2,8,0,10,5.0,2.0,591.0,0.2222222222222222,182677.83333333334,0.6666666666666666,1.0,18383.0,9.819236000088537,578740.0,13.268610333505727,31.482347821356687,5,21000.0,9.952325334619427,6643559.0,15.709158522356777,39.0,170347.66666666666,316.3599523809524,12.46817248459959,0.0,0.0,2.0,14.0,0.9285714285714286,16.36,2.854168709232204,191021.0,12.16014388364176,5.0,38204.2
Raul Clyde,3,alto,3,4,6,0,10,5.0,2.0,66.0,0.5714285714285714,191510.0,0.8,0.8,32634.0,10.393140611069319,1241432.0,14.031776915498655,38.0410614696329,2,28200.0,10.247112717290387,21503632.0,16.883732455567117,76.0,282942.5263157895,762.5401418439716,4.887063655030801,0.0,0.0,1.0,2.0,1.0,12.83,2.626840145676667,557615.0,13.231425832421365,5.0,111523.0
Enry-k,2,medio,2,2,9,0,11,6.0,1.83,815.0,0.2,186359.0,0.0,1.0,15115.0,9.62350906446938,478303.0,13.07800179258554,31.644260668210386,1,15400.0,9.642187721358466,6080203.0,15.620548806011051,33.0,184248.57575757575,394.81837662337665,10.521560574948666,0.0,0.0,1.0,3.0,1.0,2.0,1.0986122886681098,277946.0,12.535185727015218,5.0,55589.2
Daniela Garsal,1,bajo,1,0,10,0,10,4.0,2.5,60.0,0.0,222189.2,0.2,1.0,4124.0,8.324821298768782,25180.0,10.133845020868533,6.105722599418041,2,5270.0,8.569975376855206,760882.0,13.542234879951565,28.0,27174.35714285714,144.37988614800759,8.112251882272416,,,,,,2.53,1.2612978709452054,301412.0,12.616236696294804,5.0,60282.4
Cocco Lexa,2,medio,2,0,10,0,10,9.0,1.11,52.0,0.0,167079.77777777778,0.2222222222222222,0.3333333333333333,11109.0,9.315600882633676,163769.0,12.006218283443912,14.742010982086596,0,48900.0,10.797553125151618,38701429.0,17.471387108221734,173.0,223707.68208092486,791.4402658486707,9.232032854209445,0.0,0.0,1.0,2.0,1.0,2.11,1.1346227261911428,118782.0,11.685053578028139,5.0,23756.4
Gloosito,2,medio,2,3,6,0,9,5.0,1.8,70.0,0.42857142857142855,149643.75,0.5,1.0,39768.0,10.590842993304264,5232431.0,15.470386737517895,131.57390364111848,5,63500.0,11.05881093278828,32049797.0,17.282801438658986,74.0,433105.36486486485,504.7212125984252,10.746064339493497,0.058823529411764705,0.0,3.0,17.0,0.8823529411764706,26.75,3.3232358401924436,500018.0,13.122401376682348,5.0,100003.6
mvrk,3,alto,3,2,8,0,10,3.0,3.33,353.0,0.2222222222222222,161535.85714285713,0.14285714285714285,0.5714285714285714,29000.0,10.275085591132715,2100000.0,14.557448378884015,72.41379310344827,3,27300.0,10.214678610538817,11168011.0,16.22856417848228,56.0,199428.76785714287,409.084652014652,3.7262149212867897,8.2,0.0,1.0,5.0,1.0,33.87,3.5516268606875596,584030.0,13.277709342593335,5.0,116806.0
Vera GRV,2,medio,2,1,9,0,10,3.0,3.33,362.0,0.1,182853.0,0.0,1.0,11275.0,9.330431852234003,114549.0,11.648766687881642,10.159556541019956,0,11200.0,9.32375833901174,3388908.0,15.036018598650042,42.0,80688.28571428571,302.5810714285714,8.676249144421629,0.0,0.0,1.0,10.0,1.0,3.17,1.4279160358107101,58245.0,10.97243069954219,5.0,11649.0
Slappy Av,1,bajo,1,6,4,0,10,4.0,2.5,89.0,1.2,163949.5,0.3333333333333333,0.8333333333333334,9786.0,9.18881025342582,560639.0,13.236834267290108,57.28990394441038,5,4980.0,8.513385953073284,1321911.0,14.094589731368787,87.0,15194.379310344828,265.44397590361444,8.054757015742641,,,,,,2.28,1.1878434223960523,17644.0,9.77820773610937,5.0,3528.8
Hecky,1,bajo,1,2,20,0,22,6.0,3.67,158.0,0.09523809523809523,160332.7,0.9,0.5,7106.0,8.868835492826895,179384.0,12.097289613071018,25.24401913875598,0,23400.0,10.060534035475412,12301100.0,16.32519932853179,54.0,227798.14814814815,525.6880341880342,11.994524298425736,,,,,,20.11,3.0497468618602293,518470.0,13.158639374518598,5.0,103694.0
céro,2,medio,2,0,9,0,9,3.0,3.0,207.0,0.0,150722.4,0.0,0.2,23070.0,10.046331696565609,547785.0,13.21363997871199,23.7444733420026,5,22300.0,10.012386799492118,17260954.0,16.663957572332233,31.0,556804.9677419355,774.0338116591928,3.468856947296372,,,,,,4.32,1.6714733033535532,91281.0,11.421708894900656,5.0,18256.2
Dollar Selmouni,3,alto,3,2,8,0,10,10.0,1.0,60.0,0.2222222222222222,178667.2,0.4,0.8,14142.0,9.5569750810205,210772.0,12.258537003954492,14.903973978220902,5,253000.0,12.441148720271016,46949902.0,17.664591697588722,54.0,869442.6296296297,185.5727351778656,10.94592744695414,1.4,0.0,1.0,20.0,1.0,7.49,2.138889000323256,362325.0,12.80029963803999,5.0,72465.0
Eflexx,1,bajo,1,2,13,0,15,7.0,2.14,340.0,0.14285714285714285,144434.0,0.5714285714285714,1.0,6900.0,8.839421607620602,130356.0,11.778032119492458,18.89217391304348,1,2100.0,7.650168700845001,534509.0,13.189105718346125,10.0,53450.9,254.52809523809523,7.4661190965092405,,,,,,1.89,1.0612565021243408,332346.0,12.713934882800434,5.0,66469.2
Baby Loud,1,bajo,1,1,1,0,2,1.0,2.0,95.0,0.5,186036.66666666666,0.3333333333333333,0.0,1446.0,7.277247726631484,17737.0,9.783464509936397,12.266251728907331,0,2670.0,7.890208213109961,936696.0,13.750115136459094,20.0,46834.8,350.82247191011237,1.1498973305954825,,,,,,15.66,2.8130106367386967,233711.0,12.361844867090593,5.0,46742.2
Zeno El Faraón,1,bajo,1,0,10,0,10,9.0,1.11,38.0,0.0,195196.625,0.5,0.875,133.0,4.897839799950911,267.0,5.5909869805108565,2.007518796992481,0,1910.0,7.555381944240273,238712.0,12.383017272511303,41.0,5822.243902439024,124.98010471204188,11.540041067761807,,,,,,0.0,0.0,5018.0,8.520985989654934,5.0,1003.6
Sticky M.A.,3,alto,3,5,5,0,10,8.0,1.25,133.0,0.8333333333333334,198673.2,0.4,1.0,55293.0,10.920419682528133,5287462.0,15.480849104676253,95.6262456368799,5,107000.0,11.580593459194764,65940105.0,18.004257403128555,3.0,21980035.0,616.2626635514018,4.503764544832307,1.21875,0.0,4.0,32.0,0.90625,0.0,0.0,45692.0,10.729700392283613,3.0,15230.666666666666
BabyMurda,1,bajo,1,1,6,0,7,4.0,1.75,48.0,0.14285714285714285,153875.6,0.9,1.0,2304.0,7.742835955430749,65342.0,11.087405597783338,28.360243055555557,5,3000.0,8.006700845440367,607211.0,13.316633267714124,16.0,37950.6875,202.40366666666668,4.492813141683778,,,,,,0.0,0.0,7327.0,8.899457906353966,5.0,1465.4
Munic HB,1,bajo,1,2,8,0,10,6.0,1.67,346.0,0.2222222222222222,185487.0,0.8,0.2,18720.0,9.837401167408268,388279.0,12.869482007826162,20.741399572649573,5,173000.0,12.06105265381003,40627527.0,17.51995642437042,75.0,541700.36,234.8411965317919,6.3408624229979464,,,,,,3.75,1.55814461804655,187242.0,12.140162517503127,5.0,37448.4
roomtrash6,1,bajo,1,1,19,0,20,3.0,6.67,146.0,0.05,162478.6,0.4,0.6,15023.0,9.617404201448045,599104.0,13.3031921538893,39.87911868468348,0,9890.0,9.199380531739841,3959416.0,15.191607350170186,41.0,96571.12195121951,400.3453993933266,3.457905544147844,,,,,,1.89,1.0612565021243408,55709.0,10.92791494301486,5.0,11141.8
Galera,1,bajo,1,1,4,0,5,2.0,2.5,54.0,0.2,138244.4,0.6,0.2,2041.0,7.621684998724611,14903.0,9.609384912281424,7.301812836844684,2,156.0,5.056245805348308,7364.0,8.90449432889673,7.0,1052.0,47.205128205128204,2.1190965092402463,,,,,,65.23,4.193133532496888,4266.0,8.358666283188,5.0,853.2
7loseey,1,bajo,1,2,9,0,11,2.0,5.5,46.0,0.2,139835.5,0.5,0.6,6635.0,8.800264651310336,150223.0,11.91988279249833,22.640994724943482,0,3580.0,8.183397369998433,1047784.0,13.86218897014468,1.0,1047784.0,292.67709497206704,0.758384668035592,,,,,,3.3,1.4586150226995167,10487.0,9.257987025443535,1.0,10487.0
Lacuei,1,bajo,1,1,3,0,4,1.0,4.0,176.0,0.25,145798.3,0.0,1.0,1956.0,7.579167967396076,56848.0,10.948153908874458,29.063394683026583,0,1780.0,7.484930283289661,97386.0,11.48644801049681,3.0,32462.0,54.71123595505618,14.617385352498289,,,,,,3.36,1.4724720573609429,98161.0,11.494374454075354,3.0,32720.333333333332
Dawaira,1,bajo,1,0,10,0,10,7.0,1.43,340.0,0.0,197186.0,0.3333333333333333,0.6666666666666666,3752.0,8.23031079913502,54189.0,10.90025166856016,14.44269722814499,3,8090.0,8.99850761180784,1343041.0,14.110447748285177,26.0,51655.42307692308,166.0124845488257,13.6290212183436,,,,,,1.89,1.0612565021243408,50383.0,10.827428943340806,5.0,10076.6
nusar3000,2,medio,2,2,8,0,10,4.0,2.5,297.0,0.2222222222222222,160241.4,0.1,0.6,57121.0,10.952944610406092,1076932.0,13.88962774436126,18.853521471963028,1,5780.0,8.662331957082475,1267618.0,14.052650895642076,17.0,74565.76470588235,219.31107266435987,4.421629021218344,3.1666666666666665,0.0,1.0,12.0,1.0,2.32,1.199964782928397,229571.0,12.343971984771382,5.0,45914.2
Yung Beef,3,alto,3,8,2,0,10,12.0,0.83,95.0,2.6666666666666665,242542.0,0.8,1.0,146728.0,11.896342626939415,18960179.0,16.757851548416973,129.2199103102339,5,509000.0,13.140205260167273,143803128.0,18.783955762402528,441.0,326084.1904761905,282.52088015717095,12.405201916495551,7.173913043478261,0.021739130434782608,4.0,46.0,0.8043478260869565,41.66,3.753261713043204,222320.0,12.31187756242714,5.0,44464.0
Dellafuente,3,alto,3,7,3,0,10,11.0,0.91,703.0,1.75,201464.4,0.0,0.4,133296.0,11.800335000287138,5624906.0,15.542714972584747,42.19861061097107,5,584000.0,13.277657974137664,545199100.0,20.11666160884912,209.0,2608608.133971292,933.5601027397261,13.908281998631075,5.111111111111111,0.0,1.0,36.0,1.0,10.79,2.4672517145492794,100438.0,11.517305857029207,5.0,20087.6
Natos y Waor,3,alto,3,4,6,0,10,14.0,0.71,122.0,0.5714285714285714,201539.0,0.16666666666666666,0.8333333333333334,52965.0,10.877405477245077,2858546.0,14.865824011740951,53.97047106579817,5,1010000.0,13.825461878915961,908151320.0,20.626921575764186,404.0,2247899.306930693,899.1597227722772,18.666666666666668,3.825,0.0125,3.0,80.0,0.975,12.75,2.6210388241125804,2041445.0,14.529168938253061,5.0,408289.0
Recycled J,3,alto,3,3,7,0,10,7.0,1.43,248.0,0.375,205255.0,1.0,1.0,44116.0,10.694600474682053,2400425.0,14.691156779566914,54.41166470214888,5,218000.0,12.292254928916668,129570588.0,18.67973637940002,149.0,869601.2617449665,594.360495412844,12.010951403148528,3.808219178082192,0.0,3.0,73.0,0.9726027397260274,23.11,3.1826266921930797,968134.0,13.783126819344599,5.0,193626.8
Rels B,3,alto,3,7,3,0,10,10.0,1.0,332.0,1.75,183918.8,0.4,0.6,404442.0,12.910266090841755,27487239.0,17.12923245495549,67.96336433901524,5,5440000.0,15.509289802655639,458022.0,13.034674680176035,4.0,114505.5,0.0841952205882353,1.4976043805612593,6.44,0.01,12.0,100.0,0.57,31.43,3.4790839203192268,421648.0,12.951928493364733,2.0,210824.0
Elio Toffana,2,medio,2,4,6,0,10,20.0,0.5,396.0,0.5714285714285714,266938.8,0.8,1.0,16169.0,9.690912952571152,452581.0,13.022724241174192,27.99066114169089,5,36600.0,10.50783084142058,12663218.0,16.35421220776318,59.0,214630.81355932204,345.9895628415301,10.921286789869953,0.0,0.0,1.0,3.0,1.0,2.75,1.3217558399823195,638066.0,13.366198572487148,5.0,127613.2
Cruz Cafuné,3,alto,3,4,6,0,10,9.0,1.11,571.0,0.5714285714285714,206524.66666666666,0.3333333333333333,0.6666666666666666,96919.0,11.481641174930463,9506716.0,16.067509159358398,98.08929105748099,5,233000.0,12.358798024384122,181608247.0,19.01736244160228,112.0,1621502.205357143,779.4345364806867,10.694045174537989,1.3142857142857143,0.02857142857142857,5.0,35.0,0.8857142857142857,24.13,3.2240623515555007,1918926.0,14.467276733620103,5.0,383785.2
Lucho RK,3,alto,3,0,10,0,10,4.0,2.5,52.0,0.0,183731.44444444444,0.2222222222222222,0.8888888888888888,32821.0,10.398854301239574,1403790.0,14.154686992088225,42.77109167910789,1,52600.0,10.87049040995193,29767082.0,17.208913743642956,39.0,763258.5128205129,565.9141064638783,9.437371663244353,0.0,0.0,1.0,13.0,1.0,21.79,3.126321843257593,3291013.0,15.006706281942561,5.0,658202.6
Maikel Delacalle,3,alto,3,1,9,0,10,10.0,1.0,39.0,0.1,220391.0,0.0,0.8,87118.0,11.375030279120395,1113003.0,13.92257322414161,12.775809821162103,5,1050000.0,13.864301674514206,526822110.0,20.082373499238084,48.0,10975460.625,501.7353428571429,10.989733059548255,3.389830508474576,0.0,3.0,59.0,0.9661016949152542,4.57,1.7173950539391927,902919.0,13.713389234897514,5.0,180583.8
La Pantera,3,alto,3,1,8,0,9,4.0,2.25,185.0,0.1111111111111111,197454.0,0.0,1.0,72592.0,11.192623777431521,1601559.0,14.286488712206237,22.062472448754683,0,211000.0,12.259618151783465,223941225.0,19.22689419146206,62.0,3611955.2419354836,1061.3328199052132,5.768651608487337,0.0,0.0,1.0,4.0,1.0,48.08,3.8934516198427107,5390122.0,15.500078762661913,5.0,1078024.4
